app_name	review_text	category
Seabank	"bonus program ajak teman udah 6 hari gak cair"""	Negatif
Seabank	sangat mempermudah	Positif
Seabank	bagus	Positif
Seabank	keren	Positif
Seabank	transaksi jd lebih mudah	Positif
Seabank	sandi selalu salah padahal udah benerr	Negatif
Seabank	menurutku recommended ni seabank.gk salah pilih	Positif
Seabank	gratis transfer	Positif
Seabank	Selalu berkembang...selama ini pelayanan sangat memuaskan sekali	Positif
Seabank	"Asli terpavorit begitu baiklah"" debeast banget ok, bebas iklan, bug ataupun lelet,oke ketika di jalankan aplikasinya dan membuka semua fitur2nya. Namun sayang juga sih, sering ketika dipakai terkadang agak"" susah membukanya pas saat koneksi tidak baik / jaringan jelek, terkadang loadingnya lambat sekali dan cuman berputar putar saja. akukira cuman hal seperti itu yang biasa terjadi di apps ini dan aplikasinya sudah berjalan dgn oke, aplikasinya udah benar benar sudah memberi pelayanan terbaik.."	Positif
Seabank	mantap bisa buat nabung juga di sini apk terbaik sih saat ini paling debest👌🙏	Positif
Seabank	mantap	Positif
Seabank	mantap	Positif
Seabank	sangat bagus untuk transaksi	Positif
Seabank	SeaBank mantap	Positif
Seabank	KTP yang udah terdaftar apa bisa mendaftar lagi di kartu perdana lain	Negatif
Seabank	bagus	Positif
Seabank	pelayanan cepat gratis transfer	Positif
Seabank	saya puas menggunakan SeaBank	Positif
Seabank	bagus sih cuma tidak bisa bagikan riwayat transaksi atau transfer, selalu eror	Netral
Seabank	"tervaforit asli sangat nyaman"" debest banget jos,bebas iklan, bug ataupun lelet,oke ketika di operasikan appsnya dan membuka semua fitur2nya. Namun sayang juga sih, sering ketika dipakai terkadang agak"" susah membukanya pas saat koneksi tidak baik / jaringan jelek, terkadang loadingnya lambat banget & cuman berputar putar saja. akukira cuman hal seperti itu yang biasa terjadi di apps ini dan aplikasinya sudah berjalan dgn oke, aplikasinya udah benar benar sudah memberi pelayanan memuaskan..."	Positif
Seabank	baguss	Positif
Seabank	baguss	Positif
Seabank	bagus sumpah rekomen pake apk ini, semngat terus developer	Positif
Seabank	mantap	Positif
Seabank	saya menggunakan seabank sangat puas sekali Terima kasih seabank	Positif
Seabank	Mantap	Positif
Seabank	Daftar nya mudah, digunakan juga mudah, transfer ke bank lain gratis pula, mantapp.	Positif
Seabank	Transaksi mudah, cepat, tepat waktu 👍 🌟🌟🌟🌟🌟 untuk aplikasi SeaBank 😁	Positif
Seabank	sangat baik, cuma ko blm ada fitur pinjamannya ya..	Positif
Seabank	sangat recommended banget	Negatif
Seabank	good bank	Positif
Seabank	senang banget transaksi mudah dan lancar	Positif
Seabank	good luck...🙏🏼🙏🏼🙏🏼	Positif
Seabank	sangat membantu dan gratis biaya transfer	Positif
Seabank	sangat suka dengan apk seabank,, transaksi gratis, cepat, aman👍👍	Positif
Seabank	sukses slalu	Positif
Seabank	sangat puas	Positif
Seabank	sangat mudah	Positif
Seabank	senang utk keperluan apapun jd tdk susah asal ada saldonya	Positif
Seabank	bagusss semoga terus aman	Positif
Seabank	mudah digunakan cuma kurang dalam pemberian promo/ bonusnya karena bank lainnya ada yang lebih tinggi apreasiasi nya	Positif
Seabank	seabank pinjeman	Positif
Seabank	aplikasi terbaik selama ini, mudah dalam penggunaan dan cepat dalam pelayanan.	Positif
Seabank	mntep proses cepat	Positif
Seabank	mantap	Positif
Seabank	ok	Positif
Seabank	memudahkan transaksi	Positif
Seabank	Sebagai pengguna SeaBank, saya merasa sangat puas dengan layanan yang diberikan.  Keamanan yang terjamin membuat saya bebas dari kekhawatiran.  Aplikasi ini juga sangat mudah dan simpel digunakan,  memudahkan saya dalam mengelola keuangan.  Fitur-fitur seperti transfer antar bank yang cepat, pembayaran tagihan yang praktis, menambah nilai plus bagi SeaBank.  SeaBank sangat direkomendasikan!	Positif
Seabank	sangat puas	Negatif
Seabank	sangat mudah dan praktis	Positif
Seabank	mudah digunakan	Positif
Seabank	simple oke	Positif
Seabank	bagus,	Positif
Seabank	sangat membantu dalam pembayaran	Positif
Seabank	sangat membantu kami trmksh	Netral
Seabank	tidak bisa mendaftar selalu ada bacaan hubungi customer service	Negatif
Seabank	mbaguuuuuus	Positif
Seabank	Saya ada riwayat transaksi masuk sekitar 850rb an, saya cek di mutasi sudah masuk. saya lihat pagi nya, saldo nya hilang dan yang tersisa cuman 200rb. sisanya kemana ya?	Netral
Seabank	ok	Positif
Seabank	goodjob seabank	Positif
Seabank	mudah	Positif
Seabank	ok	Positif
Seabank	Ok	Positif
Seabank	Mantap	Positif
Seabank	good	Positif
Seabank	Terbaik 😍	Positif
Seabank	Senang sekali menggunakan seabank, mudah dan cepat pula	Positif
Seabank	sangat berguna buat transfer antar bank, apalagi bisa buat rekening virtual begini sangat membantu	Positif
Seabank	banyak keunggulan pokok nya mantap👍👍	Positif
Seabank	bagus bunga ny naik terus	Positif
Seabank	sangat bagus	Positif
Seabank	bgus sii, cuma kok kta org² kLO d pke buat trasfeer, ktrangny udh msuk, saldo udh kpotong, tpi kok duit blom msuk d no ( rek ) tjuan, tlong d prbaiki lgi sistemny, biar lbih enk gtu, trus yg minat mnggunakn sebnk biar + bnyk gtu, matur swuun & trimaksih .	Positif
Seabank	good bank	Positif
Seabank	seneng banget pke seabank	Positif
Seabank	mantab	Positif
Seabank	simple, cepat, gratis, sangat bermanfaat	Positif
Seabank	baik	Positif
Seabank	Alhamdulillah bagus banget	Positif
Seabank	sangat puas	Positif
Seabank	cepat tepat	Positif
Seabank	sangat puas	Positif
Seabank	enak paketnya g pake ribet	Positif
Seabank	sangat mudah	Positif
Seabank	keren sekali	Positif
Seabank	sngat baik	Positif
Seabank	berguna banget untuk saya yg suka belanja online..	Positif
Seabank	mantap	Positif
Seabank	maksih ,app ini sangat membantu Sekali	Positif
Seabank	bagus	Positif
Seabank	sanangat senang	Positif
Seabank	enak	Positif
Seabank	good job aplikasi Sea Bank	Positif
Seabank	good	Positif
Seabank	bos aplikasi saya kok gk ada fitur seabank pinjam y bos	Positif
Seabank	ok	Positif
Seabank	senang sekali pakai seabank ini mudah dan cpt	Positif
Seabank	"asli terpavorit lumayan bagus"" debeast banget ok, bebas iklan, bug atupun lelet,oke ketika di jalankan aplikasinya dan membuka semua fitur2nya. Namun sayang juga ya, sering ketika dipakai terkadang agak"" susah membukanya pas saat jaringan tidak baik / jaringan jelek, terkadang loadingnya lambat sekali dan cuman berputar putar saja. sayakira cuman hal seperti itu yang biasa terjadi di apps ini dan semua sdh berjalan dgn oke, aplikasinya udah terbaik dlm layanannya, trpercaya & sangat aman."	Positif
Seabank	cepet	Positif
Seabank	membantu dan efesien	Positif
Seabank	terbaik	Positif
Seabank	mohon di tambahi layanan Seabank pinjam	Positif
Seabank	bagus dan cepat	Positif
Seabank	bagus lancar,semoga aman🙏	Positif
Seabank	praktis &gratis tf	Positif
Seabank	mitra kerjasama yg baik....seabank oke	Positif
Seabank	sangat membantu	Positif
Seabank	good, terimakasih	Positif
Seabank	aman mantap pokoknya	Positif
Seabank	oke deh	Positif
Seabank	mantap trbaik	Positif
Seabank	good	Positif
Seabank	makasih udah hadir seabank 😍🥰😍🥰😍🥰🖤🖤🖤🌹😋	Positif
Seabank	simple	Positif
Seabank	top markotop	Positif
Seabank	jangan download mau transfer ke dana aja lama	Negatif
Seabank	terbaik 😍😍😍	Positif
Seabank	baik bermanfaat	Positif
Seabank	mantap	Positif
Seabank	sangat membatu, mudah digunakan	Positif
Seabank	jos	Positif
Seabank	bagus	Positif
Seabank	bagus	Positif
Seabank	sangat baik	Positif
Seabank	"cukup baik bagus asli praktis dipakai, suka banget appnya, bebas iklan, bug ataupun lelet, senang ketika di jalankan aplikasinya dan membuka semua fitur2nya. Namun di sayangkan juga sih sering saat dipakai terkadang agak"" sulit membukanya pas saat koneksi lagi buruk / jaringan jelek, terkadang loadingnya lambat sekali dan cuman berputar ajah, saya kira cuman hal seperti yang biasa terjadi di apps ini dan aplikasinya sudah berjalan dgn oke, saat ini sudah memberi rasa aman dan nyaman.."	Positif
Seabank	bagus	Positif
Seabank	baik pengiriman cepat	Positif
Seabank	baik	Positif
Seabank	Happy	Positif
Seabank	sangat mudah dan cepat untuk bertransaksi,dan tidak ada potongan apapun	Positif
Seabank	aku kasih 2 dulu aku gak dapet seabank pinjam	Negatif
Seabank	mantap oss gacor parah	Positif
Seabank	kerjasama dgn GRAB dan gojek dong utk bayar ojol, dan kasih kasih menu tarik tunai di ATMi dan Alfa group	Positif
Seabank	"semakin begitu nyaman bank digital ini"" debest banget jos, bebas iklan, bug ataupun lelet,top ketika di jalankan aplikasinya dan membuka semua fitur2nya.hanya sayangnya juga sih, sering ketika dipakai terkadang agak"" susah membukanya pas saat koneksi tidak baik / jaringan jelek, terkadang loadingnya lambat sekali dan cuman berputar putar saja. akukira cuman hal seperti itu yang biasa terjadi di apps ini dan aplikasinya sudah berjalan dgn oke, aplikasinya udah benar benar sudah memberi pelayanan."	Positif
Seabank	bagus aplikasinya dan bebas transfer tanpa biaya admin	Positif
Seabank	sangat mudah dan simpel untuk payment	Positif
Seabank	apakah seabank lagi eror	Positif
Seabank	sangat membantu	Positif
Seabank	lengkap aplikasinya	Positif
Seabank	good	Positif
Seabank	Seabank bagus Aplikasi dan Transaksi nya Mantap 👍👍👍👍👍	Positif
Seabank	bagus afk yg ok	Positif
Seabank	mantap	Positif
Seabank	mantap	Positif
Seabank	sangat bagus dan berguna	Positif
Seabank	bagus	Positif
Seabank	bunganya kl bisa tambahin dong	Netral
Seabank	Puas Semoga Seabank Berkah & Banyak Promonya	Positif
Seabank	terbaik	Positif
Seabank	ok siap lancar	Positif
Seabank	good job	Positif
Seabank	good	Positif
Seabank	sangat mudah untuk digunakan	Positif
Seabank	sangat mudah	Positif
Seabank	bagus	Positif
Seabank	ok	Positif
Seabank	semoga bermanfaat untuk masyarakat Indonesia sukses selalu	Positif
Seabank	bagus sekali dan mudah banyak piktur nya	Positif
Seabank	sangat senang	Positif
Seabank	jos	Positif
Seabank	transaksi lebih mudah praktis	Positif
Seabank	Madep Pokoknya	Positif
Seabank	Sangat puas	Positif
Seabank	ajing no sm paswod dak masuk padahal semua benR	Negatif
Seabank	Mantap	Positif
Seabank	Pelayanan bagus dan ada masalah CS cepat respon	Positif
Seabank	sangat memuaskan	Positif
Seabank	sangat puas	Positif
Seabank	good	Positif
Seabank	sangat cepat mau tf atau top up juga	Positif
Seabank	bagus	Positif
Seabank	terima kasih banyak sangat menguntungkan dan memudahkan.	Positif
Seabank	mantap	Positif
Seabank	puas....	Positif
Seabank	sangat bagus	Positif
Seabank	cukup baik	Positif
Seabank	sangat membantu dan untuk setoran nya pun cukup mudah..	Positif
Seabank	kenapa ga bisa kirim uang ke dana ya udak dari kemari masi susah aja	Netral
Seabank	sangat membantu, mudah di aplikasikan	Positif
Seabank	bagus	Positif
Seabank	Ga ribet bikin no rek	Positif
Seabank	Cepat dan akurat aman dgn pin😁	Positif
Seabank	mantab dan cepat	Positif
Seabank	sangat mudah dan cepat	Positif
Seabank	ok	Positif
Seabank	semoga dapat modal pinjaman di seabank	Positif
Seabank	mudah di gunakan	Positif
Seabank	bagus	Positif
Seabank	mantap	Positif
Seabank	good	Positif
Seabank	senang	Positif
Seabank	Mantepppp deeehhh pokok nyaaa...	Positif
Seabank	baik sekali	Positif
Seabank	sangat membantu sekali usaha saya,	Positif
Seabank	bagus	Negatif
Seabank	bagus	Positif
Seabank	mudah di gunakan	Positif
Seabank	mudah dimengerti dan simple	Positif
Seabank	mantapp	Positif
Seabank	mantap	Netral
Seabank	bagus	Positif
Seabank	pengiriman cepat dan banyak gratisnya	Positif
Seabank	mudah d gunankan	Positif
Seabank	tanpa biaya admin enak ga ribet	Positif
Seabank	sangat membantu	Positif
Seabank	baik	Positif
Seabank	mantap	Positif
Seabank	transaksi cepat dan aman	Positif
Seabank	rekomended	Positif
Seabank	sangat mudah dan praktis serta ekonomi lagi bagi untung..🙏🙏🙏👍👍👍 terimakasih seabank, semoga tetap berjaya...	Positif
Seabank	sejauh ini mantap sih	Positif
Seabank	bagus	Positif
Seabank	bagus	Positif
Seabank	seabank pinjam gak bisa dipakai	Negatif
Seabank	nice	Positif
Seabank	mantap aplikasi ya	Positif
Seabank	mudah	Positif
Seabank	good	Positif
Seabank	amanah	Positif
Seabank	sangat membantu ok banget pertahankan layanan terbaikmu seabank	Positif
Seabank	ok	Positif
Seabank	sangat baik	Positif
Seabank	mudah dan nyaman	Positif
Seabank	bagus	Positif
Seabank	sangat baik cuman pinjamannya gak ada	Positif
Seabank	bagus	Positif
Seabank	sangat membantu	Positif
Seabank	luar biasa	Netral
Seabank	sangat berguna sekali	Positif
Seabank	bagus oce tlg d tingkatkan lg y	Positif
Seabank	mantap	Positif
Seabank	bagus sekali	Positif
Seabank	seabank👍	Positif
Seabank	baru pemula	Positif
Seabank	cocok banget,transaksi apa aja bisa,serba mudah	Positif
Seabank	sangat bagus	Positif
Seabank	Muantap	Positif
Seabank	kren	Positif
Seabank	gak baguss... masa lupa password, giliran diganti disuruh verifikasi ktp, dibuat verifikasi malah minta login no. hp, udah dibuat tapi gak bisa masuk juga ke akun. ngechat CS gak dapat jawaban yang pas. trus ditelpon, bilangnya sibuk, diluar jangkauan, di kirim email. gak ada solusi🗿 kalo bukan karna ada duit didalam gak mungkin se repot ini 🤮	Negatif
Seabank	ok	Positif
Seabank	mudah, sangat membantu	Positif
Seabank	mantap	Positif
Seabank	makasih	Positif
Seabank	sangat bermanfaat serta mudah membuka rekeningnya	Positif
Seabank	bagus sekali	Positif
Seabank	bagus	Positif
Seabank	gbisa buat akun sea bank tulisan terlalu banyak percobaan saya heran	Negatif
Seabank	sangat membantu bisnis & usaha saya SOLARCELL - Listrik Tenaga Surya	Positif
Seabank	bagus	Positif
Seabank	bagus	Positif
Seabank	SeaBank Keren mantap mempermudah seller I LOVE YOU SeaBank dan Shopee😍😍😍😍😍	Positif
Seabank	mantap	Positif
Seabank	sangat membantu..	Positif
Seabank	bagus sangat membantu saya	Positif
Seabank	ada administrasi nya	Positif
Seabank	okkk banget	Positif
Seabank	mantap	Positif
Seabank	Sejauh ini sangat puas dengan fitur-fitur nya. menguntungkan sekali	Positif
Seabank	bagus	Positif
Seabank	mantap	Positif
Seabank	aplikasi sea bank ini bagus banget.. ayo buka	Positif
Seabank	sangat membantu dalam transfer uang	Positif
Seabank	is the best	Positif
Seabank	sangat membantu sekali selain proses nya mudah dan cepat transfer ke mana az gratis lagi pokoknya recomen banget pake seaBank	Positif
Seabank	mantap	Positif
Seabank	ternyata sangat mudah ya menggunakan ini	Positif
Seabank	Puas	Positif
Seabank	👍🏻👍🏻👍🏻👍🏻	Positif
Seabank	sangat baik	Positif
Seabank	halo kak, mohon bantuannya, saya ada pernah bikin akun seabank tpi nomor telepon sudah hilang, skrg saya mau masuk akun kembali dg nomor telepon yg baru. bagaimana caranya. trimakasih 🙏	Netral
Seabank	👍	Positif
Seabank	mantapp	Positif
Seabank	menurutku ini bagus bgt loh	Positif
Seabank	transfer atau top up pake seabank gretoss tosss aku syukaaaa selain itu sisa uangku berbunga2 uhuyyy	Positif
Seabank	saya sudah mentransfer dan saldo sudah kepotong namun dana belum sampai ke rekening tujuan, dan masih sedang dalam proses. Sudah lebih dari satu hari uang belum direfund/sampai ke rekening tujuan	Positif
Seabank	memudahkan buka rekening cukup dari rumah saja	Positif
Seabank	suka banget	Positif
Seabank	goodness	Positif
Seabank	saya masih belum tau sea bank ini ATM nya dimana di Banjarmasin	Positif
Seabank	Senang menggunakan seabank karena BBS biaya Tranfer	Positif
Seabank	oke deh	Positif
Seabank	luvv you full..terbaik	Positif
Seabank	goood	Positif
Seabank	sangat.puas dengan pelayanan seabank	Positif
Seabank	mantappp,,,transfer cepat	Positif
Seabank	sangat baik	Positif
Seabank	baguss..sngt membantu	Positif
Seabank	maaf saya cuma bisa kasih bintang 1 dulu seabank sekarang gk kaya dulu2 transferan lancar tidak pernah pending saldo terpotong transfer blm di terima mana transfer nya untuk bayar tagihan kredivo saya bisa kena denda ni urusannya meresahkan. setidaknya jika memang saldo blm juga terkirim atau pending bisa untuk di batalkan dan di kembalikan	Negatif
Seabank	bagus	Positif
Seabank	membantu	Positif
Seabank	👌 good	Positif
Seabank	sangat puas	Positif
Seabank	mantap	Positif
Seabank	ok	Positif
Seabank	ga ad kode Qris ny ya..	Positif
Seabank	embantu	Positif
Seabank	transfer cepat dan mudah	Positif
Seabank	4PLA87 join mantap lah	Positif
Seabank	memuaskan	Positif
Seabank	sangat berguna	Positif
Seabank	mantap	Positif
Seabank	mantapppppp polll	Positif
Seabank	mantap	Positif
Seabank	baik	Positif
Seabank	bagus	Positif
Seabank	seabank keren	Positif
Seabank	maaf ya aku kasih bintang 1 seharusnya mau kasih 5 untuk apk ini..karna gue minjam di sini..sebelum 10 hari jatuh tempo bejir udah ditelpon bukannya apa2 10 hari loh...terus kalau lewat tempo sampek ditempol berulang kali astagfirullah	Negatif
Seabank	hallo cara mau mengganti nomor gimana ya? nomor saya sudah lama hilang saya mau pakai seabank lagi	Positif
Seabank	baik	Positif
Seabank	aplikasi yang sangat mudah digunakan & sangat membantu	Positif
Seabank	sangat berguna,.. harus punya ni akun seabank	Positif
Seabank	bagus	Positif
Seabank	SEAPROMO aplikasi yg mudah di gunakan tanpa ada potongan transfer kemana pun...sangat suka	Positif
Seabank	josjis	Positif
Seabank	oke sip	Positif
Seabank	tidak bisa login	Negatif
Seabank	masih mencoba mudah2n cocok, aman nyaman	Positif
Seabank	bagus membantu	Positif
Seabank	mantul	Positif
Seabank	sangat mudah., fleksibel dan memuaskan.	Positif
Seabank	goodjob	Positif
Seabank	mantap gada admin bulanan	Positif
Seabank	baguss	Positif
Seabank	keren bisa tf gratis	Positif
Seabank	mantul	Positif
Seabank	cepat dan gratisannya banyak	Positif
Seabank	good	Positif
Seabank	Saya suka saya suka	Positif
Seabank	sangat amanah dan cepat dalam transaksi	Positif
Seabank	sangat bagus	Positif
Seabank	mantap	Negatif
Seabank	puass	Positif
Seabank	sangat membantu	Positif
Seabank	mntap	Positif
Seabank	system aman	Positif
Seabank	keren....	Positif
Seabank	mantap	Positif
Seabank	Terbaik	Positif
Seabank	mantaf mudah,gratisan banyak👍	Positif
Seabank	bunga cair tiap hari dan bunga lebih tinggi, transaksi lebih mudah	Positif
Seabank	bagus layanan mantap pertahankan	Positif
Seabank	mantapo sangat penting dan membantu saya	Positif
Seabank	enak banget	Positif
Seabank	setiap kali transaksi harus verifikasi wajah, Wanita Muslim tertutup sangat terganggu dengan keamanan yang menyulitkan penggunanya	Negatif
Seabank	bisa transfer gratis, ada suku bunganya	Positif
Seabank	ok punya lah	Positif
Seabank	bagus	Positif
Seabank	baguss bangett aplikasi nya 👍🏻👍🏻👍🏻	Positif
Seabank	senang pake seabank	Positif
Seabank	good dah	Positif
Seabank	mantapppppp	Positif
Seabank	seabank mantap	Positif
Seabank	apk sangat membantu dan mudah di gunakan	Positif
Seabank	mudah buat transaksi	Positif
Seabank	sea bank Mantab, kedepannya penarikan kalo bisa dari ATM BCA tanpa biaya ADM.	Positif
Seabank	suka krna free	Positif
Seabank	sangat membantu	Positif
Seabank	mudah dan cepat👍👍👍	Positif
Seabank	mantap dan lancar	Positif
Seabank	asli terpavorit begitu mantaplah, debeast sekali ok, gak beriklan, bug ataupun lelet, baik ketika di jalankan aplikasinya dan mengakses smua fitur2nya. Namun sayang juga sih sering saat dipakai terkadang agak' susah membukanya pas saat koneksi lagi turun / jaringan jelek, terkadang loadingnya lambat sekali dan cuman berputar putar saja. aku kira cuman hal seperti itu yang biasa terjadi di apps ini dan aplikasinya sudah berjalan dengan oke, aplikasinya benar benar brfungsi sebagaimana mestinya	Positif
Seabank	mantap	Positif
Seabank	transfer nya cepat	Positif
Seabank	bagus mudah	Positif
Seabank	Best	Positif
Seabank	memudahkan transaksi	Positif
Seabank	sangat membantu kita yang punya usaha2 kecil	Positif
Seabank	Transfer seebank cepat koneksi. Dan gratis. Terima kasih sea bank	Positif
Seabank	Mantap	Positif
Seabank	kenapa setelah update seabanknya camera buat qrisnya tidak mau tampil ya apakah ada gangguan soalnya saya coba ke aplikasi lain pada bisa semua cuma di seabank saja	Positif
Seabank	mantap. Terimakasih SeaBank	Positif
Seabank	lebih tingkatkan ke aman nya	Positif
Seabank	saya udah pake aplikasi SeaBank, sangat menguntungkan cuma satu yg di sayangkan fitur pembayaran asuransi prudential gk ada,semoga diwaktu dekat SeaBank menambahkan fitur tersebut🙏	Positif
Seabank	keren	Positif
Seabank	mudah dan nyaman	Positif
Seabank	nice	Positif
Seabank	tidak ada biaya layanan.	Positif
Seabank	ok	Positif
Seabank	sangat baik untuk membantu d manapun dan kpan pun	Positif
Seabank	aplikasinya mantap	Positif
Seabank	sangat memudahkan untuk transfer dan transaksi lain nya,sangat sangat membantu	Positif
Seabank	tolong sediakan vitur Seabankpinjam	Positif
Seabank	bagus	Positif
Seabank	gokill	Positif
Seabank	mudah melakukan transaksi	Positif
Seabank	puas	Positif
Seabank	tingkatkan lagi untuk gratis TF nya	Positif
Seabank	mantap	Positif
Seabank	Kenapa saldo saya berkurang sebank saya di blokir	Negatif
Seabank	cepat dan mudah semoga senantiasa terjaga keamanannya.	Positif
Seabank	trangsaksi mudah	Positif
Seabank	fleksibel	Positif
Seabank	sangat bagus	Positif
Seabank	saya sangat senang dengan aplikasi ini	Positif
Seabank	sangat baik..pelayanannya pun ramah sekali tapi sayang kemarin ada kendala tpi sejauh ini ok pelayanannya..terima kasih	Positif
Seabank	mantap	Positif
Seabank	sangat baik	Positif
Seabank	mantap guys	Positif
Seabank	memudahkan transaksi	Positif
Seabank	seabank mantap	Positif
Seabank	Sangat baik	Positif
Seabank	mantap	Positif
Seabank	pinjam uang aja cuma di kasih sekali abis itu gak dikasih lagi..padahal pinjaman sebelumnya udh lunas.	Negatif
Seabank	transaksi transfer cepat mudah	Positif
Seabank	sangat mudah untuk digunakan	Positif
Seabank	mantap	Positif
Seabank	baik	Positif
Seabank	mudah di gunakan	Positif
Seabank	Sangat menyenangkan	Positif
Seabank	lumyan enak untuk penggunaan sekarang	Positif
Seabank	Simpel, Bebas Admin!	Positif
Seabank	bos cara hubungi cs wa ad gak	Positif
Seabank	bagus baget...gak ada potongan biaya apapun dan gratis 100x tf semua bank pokoknya gak nyesel pakai ini dan lebih bagusnya lagi masih bisa di hp ram 2gb an. Thank ya seabank sudah memudahkan	Positif
Seabank	lebih mudah bertransaksi	Positif
Seabank	sangat baik	Positif
Seabank	mudah, cepat & gratis admin	Positif
Seabank	bagus	Positif
Seabank	mantap pokoknya	Positif
Seabank	kerrenn	Positif
Seabank	Sangat membantu aktivitas perbankan saya dalam kegiatan usaha saya sehari-harinya	Positif
Seabank	simple and senang	Positif
Seabank	gooood	Positif
Seabank	good	Positif
Seabank	senang sekali menggunakan sea bank	Positif
Seabank	simpel dan cepat	Positif
Seabank	suka eror	Negatif
Seabank	Ok mantap keren asli mantap top tenan seabank memang luar biasa	Positif
Seabank	terbaik	Positif
Seabank	puas banget	Positif
Seabank	sangant membantu	Positif
Seabank	cukup bagus	Netral
Seabank	mantap	Positif
Seabank	mohon di sediakan setor tunai/tarik tunai seabank di Alfamart	Positif
Seabank	Bismillah	Positif
Seabank	mantap	Positif
Seabank	bagus	Positif
Seabank	baik	Positif
Seabank	saya senang	Positif
Seabank	untuk SEKARANG bagus semoga ke depan nya masih seperti ini	Positif
Seabank	sangat membantu dan mudah di gunakan	Positif
Seabank	good	Positif
Seabank	sangat memudahkan dlm bertransaksi,,, TOP BTGlah😍	Positif
Seabank	mntap	Negatif
Seabank	semoga bermanfaat	Positif
Seabank	bagus banget	Positif
Seabank	Goodjob	Positif
Seabank	good mantapp sekali	Positif
Seabank	Sudah lamaa pakai.. tetap jadi andalan	Positif
Seabank	cepat expres prima	Positif
Seabank	baru mau coba	Positif
Seabank	good	Positif
Seabank	Kacau aplikasi tidak bisa di buka sudah telfon Customer Service blm ada perubahan sama sekali	Negatif
Seabank	sangat membantu sekali	Positif
Seabank	proses tranfer cpt dah gratis. . .sukses truzz seabank	Positif
Seabank	"dompet simple, tapi yah mudah ""an aman"	Positif
Seabank	"Bagus asli begitu cepat. senang banget ok, bebas iklan,,bug ataupun lelet, baik ketika di jalankan aplikasinya dan membuka semua fitur2nya. Namun disayangkan juga sih, sering ketika pakai terkadang agak"" susah membukanya pas saat koneksi lagi buruk / jaringan jelek, terkadang loadingnya lama sekali dan cuman berputar putar ajah, akukira cuman hal seperti itu yang biasa terjadi di apps ini dan aplikasinya sudah berjalan dengan oke, aplikasinya sudah mmberi rasa aman dan nyaman stiap transaksinya."	Positif
